Transaction ID,Date,Type,Category,Subcategory,Amount,Payment Mode,Account,Recurring,Necessity,Merchant,Budget Limit,Description,Tags,Year,Month,MonthName,Quarter,Weekday,Is_Outlier
TXN102066,2025-09-10,Expense,Education,Books,635.84,Debit Card,Credit Card A/C,No,Discretionary,Freelance Client,4000.0,Education transaction #2066,None,2025,9,Sep,Q3,Wednesday,False
TXN101685,2024-05-30,Income,Bonus,General,24946.32,Bank Transfer,Salary Account,No,N/A,Amazon,0.0,Bonus transaction #1685,reimbursable,2024,5,May,Q2,Thursday,False
TXN102329,2024-10-12,Income,Investment,General,67259.5,Bank Transfer,Salary Account,No,N/A,Apollo Pharmacy,0.0,Investment transaction #2329,None,2024,10,Oct,Q4,Saturday,False
TXN101278,2025-10-21,Expense,Food,Dining Out,7282.96,Credit Card,Cash Wallet,No,Discretionary,Landlord,0.0,food transaction #1278,None,2025,10,Oct,Q4,Tuesday,False
TXN101083,2025-08-30,Income,Gift,General,31646.93,Bank Transfer,Salary Account,No,N/A,Netflix,0.0,Gift transaction #1083,reimbursable,2025,8,Aug,Q3,Saturday,False
TXN102327,2024-06-19,Expense,Uncategorized,General,3674.25,Unknown,Primary Savings,Yes,Discretionary,Landlord,0.0,Misc transaction #2327,review,2024,6,Jun,Q2,Wednesday,False
TXN101611,2024-07-03,Income,Bonus,General,89627.88,Bank Transfer,Salary Account,No,N/A,BESCOM,0.0,Bonus transaction #1611,review,2024,7,Jul,Q3,Wednesday,False
TXN101520,2024-12-16,Expense,Utilities,Water,4212.5,Cash,Cash Wallet,Yes,Essential,Swiggy,3000.0,Utilities transaction #1520,None,2024,12,Dec,Q4,Monday,False
TXN100327,2024-11-15,Income,Bonus,General,55233.55,Bank Transfer,Salary Account,No,N/A,Netflix,0.0,Bonus transaction #327,None,2024,11,Nov,Q4,Friday,False
TXN101433,2025-10-04,Expense,Insurance,Health,6587.4,Credit Card,Primary Savings,Yes,Essential,Unknown Merchant,2000.0,Insurance transaction #1433,None,2025,10,Oct,Q4,Saturday,False
TXN100099,2025-04-10,Income,Freelance,General,64919.31,Bank Transfer,Salary Account,No,N/A,Employer,0.0,Freelance transaction #99,None,2025,4,Apr,Q2,Thursday,False
TXN100328,2024-10-24,Expense,Education,Tuition,3497.64,Unknown,Salary Account,No,Discretionary,Apollo Pharmacy,4000.0,Education transaction #328,one-time,2024,10,Oct,Q4,Thursday,False
TXN101780,2024-08-27,Income,Salary,General,29410.94,Bank Transfer,Salary Account,Yes,N/A,Employer,0.0,Salary transaction #1780,None,2024,8,Aug,Q3,Tuesday,False
TXN101202,2025-08-06,Expense,Subscriptions,Streaming,3951.94,Unknown,Salary Account,Yes,Discretionary,Local Store,1500.0,Subscriptions transaction #1202,reimbursable,2025,8,Aug,Q3,Wednesday,False
TXN100595,2025-02-25,Expense,Rent,Housing,4051.89,Credit Card,Primary Savings,Yes,Essential,Local Store,15000.0,Rent transaction #595,None,2025,2,Feb,Q1,Tuesday,False
TXN100590,2025-05-18,Expense,Insurance,Life,6129.51,Cash,Primary Savings,Yes,Essential,Employer,2000.0,Insurance transaction #590,reimbursable,2025,5,May,Q2,Sunday,False
TXN100999,2025-04-09,Expense,Food,Dining Out,2198.87,Net Banking,Cash Wallet,No,Discretionary,Zomato,8000.0,Food transaction #999,one-time,2025,4,Apr,Q2,Wednesday,False
TXN100824,2024-02-07,Expense,Utilities,Electricity,4837.05,Credit Card,Credit Card A/C,No,Essential,Swiggy,3000.0,Utilities transaction #824,reimbursable,2024,2,Feb,Q1,Wednesday,False
TXN101417,2025-10-25,Expense,Entertainment,Streaming,3060.86,Net Banking,Credit Card A/C,No,Discretionary,Freelance Client,2500.0,Entertainment transaction #1417,None,2025,10,Oct,Q4,Saturday,False
TXN102144,2024-03-01,Expense,Rent,Housing,3236.17,UPI,Primary Savings,Yes,Essential,Local Store,15000.0,Rent transaction #2144,review,2024,3,Mar,Q1,Friday,False
TXN101163,2024-09-28,Expense,Food,Groceries,7116.12,UPI,Salary Account,No,Discretionary,Amazon,8000.0,Food transaction #1163,review,2024,9,Sep,Q3,Saturday,False
TXN100808,2024-05-30,Expense,Rent,Housing,2505.69,Unknown,Primary Savings,Yes,Essential,Netflix,15000.0,Rent transaction #808,one-time,2024,5,May,Q2,Thursday,False
TXN100727,2025-11-06,Expense,Healthcare,Doctor Visit,3453.44,Net Banking,Primary Savings,No,Essential,Freelance Client,3000.0,Healthcare transaction #727,one-time,2025,11,Nov,Q4,Thursday,False
TXN101284,2024-08-20,Expense,Insurance,Vehicle,467.24,Unknown,Salary Account,Yes,Essential,Apollo Pharmacy,2000.0,Insurance transaction #1284,None,2024,8,Aug,Q3,Tuesday,False
TXN101504,2025-05-26,Expense,Rent,Housing,6679.96,Unknown,Primary Savings,Yes,Essential,Apollo Pharmacy,15000.0,Rent transaction #1504,None,2025,5,May,Q2,Monday,False
TXN101541,2024-01-08,Expense,Groceries,Groceries,5919.46,UPI,Salary Account,No,Essential,Netflix,6000.0,Groceries transaction #1541,reimbursable,2024,1,Jan,Q1,Monday,False
TXN102165,2024-11-19,Expense,Uncategorized,General,5040.11,Cash,Primary Savings,No,Discretionary,Apollo Pharmacy,0.0,Misc transaction #2165,review,2024,11,Nov,Q4,Tuesday,False
TXN101077,2024-06-23,Income,Gift,General,46997.65,Bank Transfer,Salary Account,No,N/A,Landlord,0.0,Gift transaction #1077,one-time,2024,6,Jun,Q2,Sunday,False
TXN102483,2025-07-14,Expense,Subscriptions,Memberships,3014.27,Credit Card,Credit Card A/C,Yes,Discretionary,Local Store,1500.0,Subscriptions transaction #2483,None,2025,7,Jul,Q3,Monday,False
TXN100182,2024-01-15,Expense,Uncategorized,General,5411.49,Credit Card,Salary Account,No,Discretionary,Local Store,0.0,Misc transaction #182,review,2024,1,Jan,Q1,Monday,False
TXN100374,2024-12-18,Expense,Insurance,Vehicle,1512.74,Net Banking,Credit Card A/C,Yes,Essential,BESCOM,2000.0,Insurance transaction #374,reimbursable,2024,12,Dec,Q4,Wednesday,False
TXN100855,2025-10-06,Expense,Shopping,Clothing,4213.91,Net Banking,Primary Savings,Yes,Discretionary,Employer,5000.0,Shopping transaction #855,None,2025,10,Oct,Q4,Monday,False
TXN102334,2024-09-06,Expense,Subscriptions,Streaming,2926.67,Debit Card,Cash Wallet,Yes,Discretionary,Freelance Client,1500.0,Subscriptions transaction #2334,None,2024,9,Sep,Q3,Friday,False
TXN101489,2025-12-03,Expense,Uncategorized,General,4251.61,Net Banking,Credit Card A/C,Yes,Discretionary,Netflix,0.0,Misc transaction #1489,one-time,2025,12,Dec,Q4,Wednesday,False
TXN100578,2024-11-20,Expense,Rent,Housing,7804.95,Net Banking,Credit Card A/C,Yes,Essential,Zomato,15000.0,Rent transaction #578,one-time,2024,11,Nov,Q4,Wednesday,False
TXN101592,2025-04-07,Expense,Entertainment,Events,7420.46,Net Banking,Cash Wallet,No,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #1592,None,2025,4,Apr,Q2,Monday,False
TXN101051,2024-12-11,Expense,Food,Dining Out,4809.9,UPI,Credit Card A/C,Yes,Discretionary,Landlord,8000.0,Food transaction #1051,None,2024,12,Dec,Q4,Wednesday,False
TXN100789,2024-04-01,Income,Gift,General,74368.38,Bank Transfer,Salary Account,No,N/A,Uber,0.0,Gift transaction #789,None,2024,4,Apr,Q2,Monday,False
TXN101641,2025-12-09,Expense,Healthcare,Doctor Visit,410.21,UPI,Cash Wallet,No,Essential,Zomato,3000.0,Healthcare transaction #1641,None,2025,12,Dec,Q4,Tuesday,False
TXN100941,2025-12-26,Expense,Rent,Housing,1789.34,Debit Card,Cash Wallet,Yes,Essential,Apollo Pharmacy,15000.0,Rent transaction #941,one-time,2025,12,Dec,Q4,Friday,False
TXN100172,2024-07-31,Expense,Insurance,Health,2544.33,Credit Card,Cash Wallet,Yes,Essential,Landlord,2000.0,Insurance transaction #172,review,2024,7,Jul,Q3,Wednesday,False
TXN101625,2025-06-29,Income,Gift,General,44524.81,Bank Transfer,Salary Account,No,N/A,Freelance Client,0.0,Gift transaction #1625,reimbursable,2025,6,Jun,Q2,Sunday,False
TXN100330,2025-01-19,Expense,Utilities,Internet,4771.7,UPI,Primary Savings,Yes,Essential,Amazon,3000.0,Utilities transaction #330,one-time,2025,1,Jan,Q1,Sunday,False
TXN100951,2025-08-31,Expense,Healthcare,Insurance Premium,111125.3,Cash,Primary Savings,Yes,Essential,Amazon,3000.0,Healthcare transaction #951,None,2025,8,Aug,Q3,Sunday,True
TXN100487,2025-04-14,Expense,Healthcare,Insurance Premium,4883.47,Cash,Salary Account,Yes,Essential,Employer,3000.0,Healthcare transaction #487,one-time,2025,4,Apr,Q2,Monday,False
TXN100796,2024-12-30,Expense,Uncategorized,General,3682.51,Unknown,Cash Wallet,Yes,Discretionary,Amazon,0.0,Misc transaction #796,None,2024,12,Dec,Q4,Monday,False
TXN102081,2025-03-05,Income,Gift,General,73325.66,Bank Transfer,Salary Account,No,N/A,Swiggy,0.0,Gift transaction #2081,None,2025,3,Mar,Q1,Wednesday,False
TXN101369,2025-08-26,Expense,Utilities,Internet,2000.11,UPI,Cash Wallet,No,Essential,Netflix,3000.0,Utilities transaction #1369,one-time,2025,8,Aug,Q3,Tuesday,False
TXN102309,2025-10-15,Income,Freelance,General,46683.34,Bank Transfer,Salary Account,No,N/A,Uber,0.0,Freelance transaction #2309,None,2025,10,Oct,Q4,Wednesday,False
TXN100593,2024-02-19,Expense,Education,Tuition,4135.24,Unknown,Salary Account,Yes,Discretionary,Employer,4000.0,Education transaction #593,None,2024,2,Feb,Q1,Monday,False
TXN100469,2024-07-09,Expense,Healthcare,Insurance Premium,220.83,Credit Card,Credit Card A/C,No,Essential,Apollo Pharmacy,3000.0,Healthcare transaction #469,None,2024,7,Jul,Q3,Tuesday,False
TXN102386,2024-06-12,Income,Gift,General,85303.65,Bank Transfer,Salary Account,No,N/A,Local Store,0.0,Gift transaction #2386,one-time,2024,6,Jun,Q2,Wednesday,False
TXN101524,2024-04-14,Expense,Education,Courses,3160.19,Debit Card,Primary Savings,No,Discretionary,Landlord,4000.0,Education transaction #1524,reimbursable,2024,4,Apr,Q2,Sunday,False
TXN102414,2025-05-04,Expense,Food,Groceries,1778.45,Unknown,Credit Card A/C,No,Discretionary,Zomato,8000.0,Food transaction #2414,one-time,2025,5,May,Q2,Sunday,False
TXN101399,2024-01-31,Expense,Shopping,Electronics,4123.74,Cash,Salary Account,Yes,Discretionary,BESCOM,5000.0,Shopping transaction #1399,reimbursable,2024,1,Jan,Q1,Wednesday,False
TXN100321,2024-11-10,Expense,Entertainment,Streaming,2387.71,UPI,Cash Wallet,Yes,Discretionary,Freelance Client,2500.0,Entertainment transaction #321,None,2024,11,Nov,Q4,Sunday,False
TXN102068,2025-08-05,Expense,Rent,Housing,3046.79,Net Banking,Salary Account,Yes,Essential,Employer,15000.0,Rent transaction #2068,review,2025,8,Aug,Q3,Tuesday,False
TXN101893,2024-11-01,Expense,Rent,Housing,6667.43,Unknown,Salary Account,Yes,Essential,Swiggy,15000.0,Rent transaction #1893,reimbursable,2024,11,Nov,Q4,Friday,False
TXN101420,2025-04-29,Expense,Education,Courses,2815.35,Unknown,Salary Account,No,Discretionary,BESCOM,4000.0,Education transaction #1420,one-time,2025,4,Apr,Q2,Tuesday,False
TXN102088,2024-09-11,Expense,Food,Dining Out,3960.58,Cash,Primary Savings,Yes,Discretionary,Netflix,0.0,food transaction #2088,None,2024,9,Sep,Q3,Wednesday,False
TXN100907,2025-08-13,Expense,Entertainment,Streaming,7178.41,Net Banking,Primary Savings,No,Discretionary,Freelance Client,2500.0,Entertainment transaction #907,None,2025,8,Aug,Q3,Wednesday,False
TXN101609,2025-03-08,Expense,Education,Tuition,2029.36,Net Banking,Cash Wallet,No,Discretionary,Netflix,4000.0,Education transaction #1609,None,2025,3,Mar,Q1,Saturday,False
TXN100782,2024-09-20,Expense,Utilities,Water,4519.03,Cash,Primary Savings,No,Essential,Swiggy,3000.0,Utilities transaction #782,None,2024,9,Sep,Q3,Friday,False
TXN100164,2024-05-17,Expense,Subscriptions,SaaS Tools,2959.2,Cash,Primary Savings,Yes,Discretionary,Employer,1500.0,Subscriptions transaction #164,None,2024,5,May,Q2,Friday,False
TXN101484,2025-02-21,Expense,Food,Snacks,3214.05,UPI,Cash Wallet,No,Discretionary,Amazon,8000.0,Food transaction #1484,None,2025,2,Feb,Q1,Friday,False
TXN101439,2024-07-19,Expense,Shopping,Home Goods,773.65,Net Banking,Primary Savings,Yes,Discretionary,Amazon,5000.0,Shopping transaction #1439,None,2024,7,Jul,Q3,Friday,False
TXN101084,2024-07-22,Expense,Groceries,Groceries,2698.52,UPI,Primary Savings,No,Essential,Swiggy,6000.0,Groceries transaction #1084,None,2024,7,Jul,Q3,Monday,False
TXN102256,2024-05-04,Expense,Uncategorized,General,1163.06,Credit Card,Salary Account,Yes,Discretionary,Swiggy,0.0,Misc transaction #2256,reimbursable,2024,5,May,Q2,Saturday,False
TXN100779,2024-08-29,Expense,Shopping,Home Goods,1355.06,Credit Card,Salary Account,No,Discretionary,Swiggy,5000.0,Shopping transaction #779,reimbursable,2024,8,Aug,Q3,Thursday,False
TXN100399,2025-02-22,Expense,Rent,Housing,2066.38,Net Banking,Cash Wallet,Yes,Essential,Employer,15000.0,Rent transaction #399,review,2025,2,Feb,Q1,Saturday,False
TXN100801,2024-06-21,Expense,Food,Dining Out,1965.17,Credit Card,Salary Account,Yes,Discretionary,Zomato,0.0,food transaction #801,None,2024,6,Jun,Q2,Friday,False
TXN101961,2024-03-17,Expense,Entertainment,Movies,852.43,UPI,Cash Wallet,No,Discretionary,Unknown Merchant,2500.0,Entertainment transaction #1961,reimbursable,2024,3,Mar,Q1,Sunday,False
TXN100813,2024-11-07,Expense,Rent,Housing,3885.41,Credit Card,Salary Account,Yes,Essential,BESCOM,15000.0,Rent transaction #813,review,2024,11,Nov,Q4,Thursday,False
TXN102173,2025-01-31,Expense,Transport,Fuel,5666.2,Unknown,Cash Wallet,No,Discretionary,Employer,4000.0,Transport transaction #2173,None,2025,1,Jan,Q1,Friday,False
TXN100028,2024-04-16,Expense,Rent,Housing,900.94,Net Banking,Salary Account,Yes,Essential,Netflix,15000.0,Rent transaction #28,None,2024,4,Apr,Q2,Tuesday,False
TXN100641,2024-04-01,Expense,Rent,Housing,4230.41,Cash,Cash Wallet,Yes,Essential,Zomato,15000.0,Rent transaction #641,None,2024,4,Apr,Q2,Monday,False
TXN100752,2025-08-04,Expense,Rent,Housing,7954.35,Net Banking,Cash Wallet,Yes,Essential,Local Store,15000.0,Rent transaction #752,reimbursable,2025,8,Aug,Q3,Monday,False
TXN101638,2025-09-04,Expense,Shopping,Home Goods,2179.01,Credit Card,Salary Account,No,Discretionary,Swiggy,5000.0,Shopping transaction #1638,None,2025,9,Sep,Q3,Thursday,False
TXN100926,2024-10-05,Expense,Groceries,Groceries,3463.04,Net Banking,Credit Card A/C,No,Essential,Freelance Client,6000.0,Groceries transaction #926,None,2024,10,Oct,Q4,Saturday,False
TXN101691,2025-10-20,Expense,Shopping,Home Goods,1992.07,Unknown,Cash Wallet,No,Discretionary,BESCOM,5000.0,Shopping transaction #1691,None,2025,10,Oct,Q4,Monday,False
TXN102044,2025-06-05,Expense,Food,Snacks,6540.39,Credit Card,Cash Wallet,Yes,Discretionary,Landlord,0.0,food transaction #2044,None,2025,6,Jun,Q2,Thursday,False
TXN101555,2024-07-25,Income,Investment,General,36540.11,Bank Transfer,Salary Account,No,N/A,Local Store,0.0,Investment transaction #1555,reimbursable,2024,7,Jul,Q3,Thursday,False
TXN100451,2024-09-11,Expense,Rent,Housing,6141.95,Net Banking,Credit Card A/C,Yes,Essential,Freelance Client,15000.0,Rent transaction #451,None,2024,9,Sep,Q3,Wednesday,False
TXN101876,2024-04-13,Expense,Transport,Cab,4926.88,Unknown,Salary Account,Yes,Discretionary,Apollo Pharmacy,4000.0,Transport transaction #1876,None,2024,4,Apr,Q2,Saturday,False
TXN102464,2024-12-05,Expense,Food,Dining Out,6763.65,Debit Card,Primary Savings,Yes,Discretionary,Landlord,0.0,food transaction #2464,one-time,2024,12,Dec,Q4,Thursday,False
TXN100126,2024-12-08,Income,Salary,General,59057.42,Bank Transfer,Salary Account,Yes,N/A,Employer,0.0,Salary transaction #126,review,2024,12,Dec,Q4,Sunday,False
TXN102071,2025-09-05,Income,Freelance,General,48171.57,Bank Transfer,Salary Account,No,N/A,Amazon,0.0,Freelance transaction #2071,None,2025,9,Sep,Q3,Friday,False
TXN101371,2024-08-12,Expense,Transport,Cab,7412.11,Unknown,Credit Card A/C,No,Discretionary,Unknown Merchant,4000.0,Transport transaction #1371,None,2024,8,Aug,Q3,Monday,False
TXN100932,2024-01-05,Expense,Utilities,Electricity,3252.35,Net Banking,Primary Savings,No,Essential,Freelance Client,3000.0,Utilities transaction #932,one-time,2024,1,Jan,Q1,Friday,False
TXN101688,2025-01-18,Expense,Food,Groceries,3694.89,Credit Card,Credit Card A/C,No,Discretionary,Amazon,8000.0,Food transaction #1688,None,2025,1,Jan,Q1,Saturday,False
TXN101023,2024-12-29,Expense,Shopping,Home Goods,6686.7,Debit Card,Cash Wallet,Yes,Discretionary,Unknown Merchant,5000.0,Shopping transaction #1023,reimbursable,2024,12,Dec,Q4,Sunday,False
TXN100705,2025-12-31,Income,Bonus,General,26912.1,Bank Transfer,Salary Account,No,N/A,Swiggy,0.0,Bonus transaction #705,one-time,2025,12,Dec,Q4,Wednesday,False
TXN101140,2025-12-22,Expense,Insurance,Vehicle,6668.79,UPI,Credit Card A/C,Yes,Essential,Local Store,2000.0,Insurance transaction #1140,reimbursable,2025,12,Dec,Q4,Monday,False
TXN101128,2024-08-21,Expense,Entertainment,Events,5029.9,Debit Card,Primary Savings,No,Discretionary,Landlord,2500.0,Entertainment transaction #1128,reimbursable,2024,8,Aug,Q3,Wednesday,False
TXN100379,2025-04-01,Expense,Utilities,Water,1447.37,Net Banking,Primary Savings,No,Essential,Swiggy,3000.0,Utilities transaction #379,review,2025,4,Apr,Q2,Tuesday,False
TXN100351,2024-05-16,Income,Gift,General,69001.0,Bank Transfer,Salary Account,No,N/A,Unknown Merchant,0.0,Gift transaction #351,reimbursable,2024,5,May,Q2,Thursday,False
TXN100293,2025-01-30,Expense,Shopping,Clothing,3970.0,Cash,Credit Card A/C,No,Discretionary,Zomato,5000.0,Shopping transaction #293,reimbursable,2025,1,Jan,Q1,Thursday,False
TXN101653,2025-04-10,Expense,Insurance,Vehicle,6656.74,Credit Card,Cash Wallet,Yes,Essential,Amazon,2000.0,Insurance transaction #1653,None,2025,4,Apr,Q2,Thursday,False
TXN102011,2024-01-19,Expense,Utilities,Water,5284.77,Credit Card,Credit Card A/C,No,Essential,BESCOM,3000.0,Utilities transaction #2011,None,2024,1,Jan,Q1,Friday,False
TXN101416,2024-10-10,Expense,Groceries,Groceries,5752.03,Unknown,Primary Savings,No,Essential,Zomato,6000.0,Groceries transaction #1416,None,2024,10,Oct,Q4,Thursday,False
TXN101168,2024-09-13,Expense,Insurance,Health,7792.96,Unknown,Credit Card A/C,Yes,Essential,Swiggy,2000.0,Insurance transaction #1168,None,2024,9,Sep,Q3,Friday,False
TXN100884,2025-12-10,Expense,Entertainment,Events,6626.67,Credit Card,Primary Savings,No,Discretionary,Freelance Client,2500.0,Entertainment transaction #884,None,2025,12,Dec,Q4,Wednesday,False
TXN101115,2024-03-07,Expense,Transport,Public Transit,1998.12,Net Banking,Cash Wallet,Yes,Discretionary,Swiggy,4000.0,Transport transaction #1115,None,2024,3,Mar,Q1,Thursday,False
TXN101939,2025-03-19,Expense,Groceries,Groceries,2091.38,Credit Card,Primary Savings,No,Essential,Freelance Client,6000.0,Groceries transaction #1939,review,2025,3,Mar,Q1,Wednesday,False
TXN101022,2024-10-27,Income,Investment,General,61403.46,Bank Transfer,Salary Account,No,N/A,Employer,0.0,Investment transaction #1022,None,2024,10,Oct,Q4,Sunday,False
TXN100023,2024-03-03,Expense,Food,Groceries,4047.66,Net Banking,Salary Account,Yes,Discretionary,Landlord,8000.0,Food transaction #23,reimbursable,2024,3,Mar,Q1,Sunday,False
TXN101860,2025-06-10,Expense,Utilities,Internet,7212.5,Unknown,Cash Wallet,No,Essential,Apollo Pharmacy,3000.0,Utilities transaction #1860,None,2025,6,Jun,Q2,Tuesday,False
TXN102090,2025-08-25,Expense,Uncategorized,General,7521.18,Unknown,Primary Savings,Yes,Discretionary,Landlord,0.0,Misc transaction #2090,reimbursable,2025,8,Aug,Q3,Monday,False
TXN100755,2024-02-28,Expense,Food,Groceries,7283.01,Cash,Salary Account,Yes,Discretionary,Swiggy,8000.0,Food transaction #755,None,2024,2,Feb,Q1,Wednesday,False
TXN100090,2024-02-20,Expense,Subscriptions,SaaS Tools,7228.33,Credit Card,Credit Card A/C,Yes,Discretionary,BESCOM,1500.0,Subscriptions transaction #90,review,2024,2,Feb,Q1,Tuesday,False
TXN100959,2024-10-22,Income,Investment,General,21091.47,Bank Transfer,Salary Account,No,N/A,Amazon,0.0,Investment transaction #959,None,2024,10,Oct,Q4,Tuesday,False
TXN101158,2024-01-08,Expense,Shopping,Electronics,845.52,Debit Card,Credit Card A/C,Yes,Discretionary,Local Store,5000.0,Shopping transaction #1158,None,2024,1,Jan,Q1,Monday,False
TXN101017,2025-03-31,Expense,Shopping,Electronics,4505.63,UPI,Credit Card A/C,No,Discretionary,Employer,5000.0,Shopping transaction #1017,None,2025,3,Mar,Q1,Monday,False
TXN100523,2025-04-05,Expense,Transport,Fuel,109.07,Cash,Salary Account,No,Discretionary,Local Store,4000.0,Transport transaction #523,None,2025,4,Apr,Q2,Saturday,False
TXN100000,2025-10-16,Income,Investment,General,37142.43,Bank Transfer,Salary Account,No,N/A,Swiggy,0.0,Investment transaction #0,reimbursable,2025,10,Oct,Q4,Thursday,False
TXN102164,2024-01-28,Expense,Rent,Housing,6628.82,UPI,Primary Savings,Yes,Essential,Unknown Merchant,15000.0,Rent transaction #2164,one-time,2024,1,Jan,Q1,Sunday,False
TXN100682,2025-03-07,Expense,Rent,Housing,3304.01,Cash,Credit Card A/C,Yes,Essential,Amazon,15000.0,Rent transaction #682,review,2025,3,Mar,Q1,Friday,False
TXN102007,2024-11-25,Expense,Education,Courses,5900.83,UPI,Credit Card A/C,No,Discretionary,Apollo Pharmacy,4000.0,Education transaction #2007,one-time,2024,11,Nov,Q4,Monday,False
TXN100381,2025-08-15,Expense,Groceries,Groceries,4435.17,Net Banking,Cash Wallet,Yes,Essential,Uber,6000.0,Groceries transaction #381,reimbursable,2025,8,Aug,Q3,Friday,False
TXN102070,2024-01-13,Expense,Transport,Cab,438.4,Debit Card,Salary Account,Yes,Discretionary,Uber,4000.0,Transport transaction #2070,None,2024,1,Jan,Q1,Saturday,False
TXN101491,2024-01-31,Expense,Rent,Housing,57.78,Unknown,Cash Wallet,Yes,Essential,Employer,15000.0,Rent transaction #1491,None,2024,1,Jan,Q1,Wednesday,False
TXN102387,2024-09-03,Income,Freelance,General,84606.3,Bank Transfer,Salary Account,No,N/A,Employer,0.0,Freelance transaction #2387,review,2024,9,Sep,Q3,Tuesday,False
TXN101251,2024-10-06,Expense,Uncategorized,General,5292.31,Debit Card,Primary Savings,Yes,Discretionary,Employer,0.0,Misc transaction #1251,None,2024,10,Oct,Q4,Sunday,False
TXN102421,2024-06-09,Expense,Food,Snacks,745.67,UPI,Cash Wallet,No,Discretionary,Freelance Client,0.0,food transaction #2421,None,2024,6,Jun,Q2,Sunday,False
TXN100915,2024-11-21,Expense,Shopping,Clothing,6419.32,Net Banking,Primary Savings,No,Discretionary,Freelance Client,5000.0,Shopping transaction #915,None,2024,11,Nov,Q4,Thursday,False
TXN100704,2024-06-21,Expense,Rent,Housing,1276.11,Cash,Salary Account,Yes,Essential,Amazon,15000.0,Rent transaction #704,None,2024,6,Jun,Q2,Friday,False
TXN101892,2025-07-25,Expense,Subscriptions,SaaS Tools,6931.12,Net Banking,Cash Wallet,Yes,Discretionary,BESCOM,1500.0,Subscriptions transaction #1892,one-time,2025,7,Jul,Q3,Friday,False
TXN102328,2025-05-07,Expense,Shopping,Clothing,92177.74,UPI,Cash Wallet,Yes,Discretionary,Swiggy,5000.0,Shopping transaction #2328,review,2025,5,May,Q2,Wednesday,True
TXN102274,2024-09-01,Expense,Transport,Fuel,4983.63,Debit Card,Credit Card A/C,No,Discretionary,Swiggy,4000.0,Transport transaction #2274,None,2024,9,Sep,Q3,Sunday,False
TXN100597,2024-08-15,Income,Freelance,General,68163.3,Bank Transfer,Salary Account,No,N/A,Netflix,0.0,Freelance transaction #597,None,2024,8,Aug,Q3,Thursday,False
TXN101706,2024-07-17,Income,Freelance,General,55233.67,Bank Transfer,Salary Account,No,N/A,Local Store,0.0,Freelance transaction #1706,None,2024,7,Jul,Q3,Wednesday,False
TXN101421,2025-02-03,Expense,Healthcare,Pharmacy,1111.22,Credit Card,Cash Wallet,No,Essential,BESCOM,3000.0,Healthcare transaction #1421,review,2025,2,Feb,Q1,Monday,False
TXN101720,2024-10-01,Expense,Insurance,Health,2915.92,Credit Card,Cash Wallet,Yes,Essential,Uber,2000.0,Insurance transaction #1720,None,2024,10,Oct,Q4,Tuesday,False
TXN100223,2024-11-22,Expense,Subscriptions,Memberships,4628.24,Credit Card,Credit Card A/C,Yes,Discretionary,Local Store,1500.0,Subscriptions transaction #223,None,2024,11,Nov,Q4,Friday,False
TXN100133,2025-04-17,Expense,Uncategorized,General,4243.31,Credit Card,Salary Account,Yes,Discretionary,Netflix,0.0,Misc transaction #133,None,2025,4,Apr,Q2,Thursday,False
TXN102351,2024-05-22,Income,Gift,General,89120.48,Bank Transfer,Salary Account,No,N/A,Unknown Merchant,0.0,Gift transaction #2351,reimbursable,2024,5,May,Q2,Wednesday,False
TXN100213,2025-05-01,Expense,Food,Snacks,7199.53,Net Banking,Primary Savings,Yes,Discretionary,Uber,0.0,food transaction #213,None,2025,5,May,Q2,Thursday,False
TXN101872,2025-02-14,Income,Investment,General,85286.63,Bank Transfer,Salary Account,No,N/A,Landlord,0.0,Investment transaction #1872,one-time,2025,2,Feb,Q1,Friday,False
TXN100572,2024-03-08,Expense,Healthcare,Pharmacy,7188.67,Debit Card,Primary Savings,Yes,Essential,Swiggy,3000.0,Healthcare transaction #572,one-time,2024,3,Mar,Q1,Friday,False
TXN101677,2025-01-14,Expense,Entertainment,Streaming,711.1,Credit Card,Primary Savings,Yes,Discretionary,Freelance Client,2500.0,Entertainment transaction #1677,None,2025,1,Jan,Q1,Tuesday,False
TXN101544,2024-05-25,Expense,Education,Tuition,3090.18,Unknown,Salary Account,Yes,Discretionary,Local Store,4000.0,Education transaction #1544,review,2024,5,May,Q2,Saturday,False
TXN100202,2024-04-30,Expense,Uncategorized,General,1978.62,Net Banking,Salary Account,No,Discretionary,BESCOM,0.0,Misc transaction #202,one-time,2024,4,Apr,Q2,Tuesday,False
TXN100077,2024-11-14,Expense,Education,Books,7938.44,UPI,Cash Wallet,Yes,Discretionary,Freelance Client,4000.0,Education transaction #77,review,2024,11,Nov,Q4,Thursday,False
TXN101962,2025-02-01,Expense,Shopping,Home Goods,1887.15,Net Banking,Credit Card A/C,Yes,Discretionary,Netflix,5000.0,Shopping transaction #1962,None,2025,2,Feb,Q1,Saturday,False
TXN102456,2024-07-25,Income,Gift,General,75871.88,Bank Transfer,Salary Account,No,N/A,Uber,0.0,Gift transaction #2456,one-time,2024,7,Jul,Q3,Thursday,False
TXN101412,2024-09-01,Expense,Food,Snacks,2222.85,Unknown,Salary Account,No,Discretionary,Landlord,8000.0,Food transaction #1412,reimbursable,2024,9,Sep,Q3,Sunday,False
