Transaction ID,Date,Type,Category,Subcategory,Amount,Payment Mode,Account,Recurring,Necessity,Merchant,Budget Limit,Description,Tags
TXN100258,2024-01-18,Expense,Food,Dining Out,7384.51,Cash,Credit Card A/C,No,Discretionary,Local Store,8000.0,Food transaction #258,reimbursable
TXN100457,2024-06-26,Expense,Subscriptions,Memberships,7265.86,Net Banking,Credit Card A/C,Yes,Discretionary,Amazon,1500.0,Subscriptions transaction #457,
TXN100724,2024-09-13,Expense,Healthcare,Pharmacy,6668.51,Debit Card,Salary Account,Yes,Essential,Employer,3000.0,Healthcare transaction #724,review
TXN100115,2024-09-18,Expense,food,Groceries,3473.71,Credit Card,Cash Wallet,Yes,Discretionary,Landlord,,food transaction #115,
TXN101763,2024-03-21,Expense,Groceries,Groceries,4985.08,Net Banking,Credit Card A/C,No,Essential,Uber,6000.0,Groceries transaction #1763,one-time
TXN101103,2024-10-08,Expense,Groceries,Groceries,1837.36,,Credit Card A/C,Yes,Essential,Zomato,6000.0,Groceries transaction #1103,reimbursable
TXN102356,2024-11-28,Expense,Education,Tuition,7141.33,Net Banking,Primary Savings,No,Discretionary,Netflix,4000.0,Education transaction #2356,
TXN101311,2025-12-06,Expense,Entertainment,Events,267.26,UPI,Cash Wallet,Yes,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #1311,
TXN100546,2024-11-11,Expense,,,7966.88,UPI,Credit Card A/C,Yes,Discretionary,Uber,,Misc transaction #546,
TXN101252,2025-01-24,Expense,Healthcare,Doctor Visit,5577.54,Debit Card,Cash Wallet,No,Essential,Uber,3000.0,Healthcare transaction #1252,one-time
TXN101752,2024-06-02,Expense,Transport,Public Transit,5745.8,Net Banking,Cash Wallet,No,Discretionary,Landlord,4000.0,Transport transaction #1752,
TXN100417,2024-07-10,Expense,Transport,Cab,4924.02,Debit Card,Salary Account,No,Discretionary,Local Store,4000.0,Transport transaction #417,
TXN100046,2025-06-17,Expense,Transport,Cab,5722.68,Credit Card,Credit Card A/C,No,Discretionary,Uber,4000.0,Transport transaction #46,
TXN100309,2025-05-18,Expense,Insurance,Life,1862.26,Debit Card,Cash Wallet,Yes,Essential,Uber,2000.0,Insurance transaction #309,review
TXN100877,2024-01-18,Expense,Healthcare,Pharmacy,523.64,Debit Card,Credit Card A/C,Yes,Essential,Netflix,3000.0,Healthcare transaction #877,reimbursable
TXN101583,2025-11-01,Expense,Transport,Public Transit,4438.68,,Credit Card A/C,Yes,Discretionary,Uber,4000.0,Transport transaction #1583,
TXN102079,2024-09-20,Income,Freelance,,42259.14,Bank Transfer,Salary Account,No,,Zomato,,Freelance transaction #2079,reimbursable
TXN101656,2024-05-28,Expense,Groceries,Groceries,3514.15,Credit Card,Salary Account,Yes,Essential,Employer,6000.0,Groceries transaction #1656,reimbursable
TXN101304,2024-01-05,Expense,Education,Tuition,5930.7,,Credit Card A/C,No,Discretionary,Zomato,4000.0,Education transaction #1304,
TXN101771,2024-01-29,Income,Investment,,27464.53,Bank Transfer,Salary Account,No,,Zomato,,Investment transaction #1771,
TXN101212,2024-11-15,Expense,food,Dining Out,4741.35,Credit Card,Primary Savings,No,Discretionary,BESCOM,,food transaction #1212,
TXN100407,2024-10-18,Expense,Education,Tuition,7708.14,Debit Card,Salary Account,Yes,Discretionary,Apollo Pharmacy,4000.0,Education transaction #407,
TXN102059,2025-09-02,Income,Salary,,85715.16,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #2059,
TXN100805,2024-04-24,Income,Gift,,85604.75,Bank Transfer,Salary Account,No,,,,Gift transaction #805,
TXN102172,2025-02-01,Expense,Groceries,Groceries,424.25,Net Banking,Salary Account,Yes,Essential,Apollo Pharmacy,6000.0,Groceries transaction #2172,
TXN100624,2024-10-01,Expense,Education,Tuition,7259.34,Net Banking,Primary Savings,Yes,Discretionary,Uber,4000.0,Education transaction #624,review
TXN102439,,Income,Bonus,,65980.36,Bank Transfer,Salary Account,No,,,,Bonus transaction #2439,
TXN101919,2025-06-11,Expense,Transport,Fuel,7128.03,,Salary Account,No,Discretionary,Zomato,4000.0,Transport transaction #1919,
TXN101821,2025-12-18,Income,Bonus,,54510.58,Bank Transfer,Salary Account,No,,Zomato,,Bonus transaction #1821,review
TXN100192,2025-03-06,Expense,Shopping,Electronics,7258.8,Cash,Primary Savings,Yes,Discretionary,Freelance Client,5000.0,Shopping transaction #192,reimbursable
TXN101492,2024-02-26,Income,Bonus,,₹55272.95,Bank Transfer,Salary Account,No,,Zomato,,Bonus transaction #1492,reimbursable
TXN100121,2025-10-20,Expense,Groceries,Groceries,5036.38,Credit Card,Cash Wallet,Yes,Essential,Apollo Pharmacy,6000.0,Groceries transaction #121,
TXN100311,2025-06-20,Expense,Food,Groceries,₹6671.79,UPI,Salary Account,Yes,Discretionary,Apollo Pharmacy,8000.0,Food transaction #311,
TXN101081,2025-01-01,Expense,Healthcare,Insurance Premium,222.91,Net Banking,Cash Wallet,No,Essential,,3000.0,Healthcare transaction #1081,
TXN101042,2025-07-02,Expense,Subscriptions,Streaming,1333.16,Debit Card,Credit Card A/C,Yes,Discretionary,Local Store,1500.0,Subscriptions transaction #1042,
TXN100740,2025-09-21,Income,Gift,,47168.11,Bank Transfer,Salary Account,No,,Freelance Client,,Gift transaction #740,reimbursable
TXN100882,2025-05-30,Expense,Shopping,Electronics,7014.01,Net Banking,Credit Card A/C,No,Discretionary,,5000.0,Shopping transaction #882,
TXN102010,2025-06-23,Expense,Subscriptions,Memberships,6209.96,,Cash Wallet,Yes,Discretionary,,1500.0,Subscriptions transaction #2010,
TXN102246,2024-05-05,Expense,Utilities,Electricity,1256.43,Debit Card,Credit Card A/C,Yes,Essential,Zomato,3000.0,Utilities transaction #2246,
TXN101321,,Income,Bonus,,20783.55,Bank Transfer,Salary Account,No,,Amazon,,Bonus transaction #1321,reimbursable
TXN101995,2024-10-18,Expense,Transport,Public Transit,6217.33,Credit Card,Salary Account,No,Discretionary,BESCOM,4000.0,Transport transaction #1995,one-time
TXN100017,2025-12-25,Expense,Transport,Fuel,6884.1,UPI,Salary Account,No,Discretionary,Freelance Client,4000.0,Transport transaction #17,review
TXN100353,2025-05-30,Expense,Insurance,Health,6098.16,Net Banking,Cash Wallet,Yes,Essential,Employer,2000.0,Insurance transaction #353,one-time
TXN102050,2025-01-30,Expense,Insurance,Health,5438.52,Debit Card,Primary Savings,Yes,Essential,Zomato,2000.0,Insurance transaction #2050,reimbursable
TXN101262,2025-09-26,Expense,Shopping,Clothing,7194.19,Cash,Primary Savings,Yes,Discretionary,Uber,5000.0,Shopping transaction #1262,
TXN100862,2024-04-18,Expense,Subscriptions,SaaS Tools,2095.89,,Salary Account,Yes,Discretionary,Apollo Pharmacy,1500.0,Subscriptions transaction #862,reimbursable
TXN102125,2025-06-12,Expense,Rent,Housing,₹3982.42,UPI,Salary Account,Yes,Essential,Employer,15000.0,Rent transaction #2125,
TXN100059,2025-09-02,Expense,Utilities,Internet,7587.1,UPI,Salary Account,No,Essential,Apollo Pharmacy,3000.0,Utilities transaction #59,one-time
TXN101419,2024-03-03,Expense,Food,Snacks,2348.13,Cash,Primary Savings,No,Discretionary,Swiggy,8000.0,Food transaction #1419,
TXN101727,2025-06-27,Expense,Rent,Housing,681.24,,Cash Wallet,Yes,Essential,Zomato,15000.0,Rent transaction #1727,
TXN101094,2024-04-24,Expense,Shopping,Home Goods,6969.0,UPI,Salary Account,Yes,Discretionary,Uber,5000.0,Shopping transaction #1094,
TXN101725,2024-09-28,Expense,Groceries,Groceries,7183.22,Cash,Primary Savings,No,Essential,Uber,6000.0,Groceries transaction #1725,
TXN100421,2025-05-02,Expense,food,Dining Out,2115.16,Debit Card,Credit Card A/C,No,Discretionary,Amazon,,food transaction #421,review
TXN101891,2025-09-28,Expense,Groceries,Groceries,5092.62,Credit Card,Salary Account,No,Essential,Landlord,6000.0,Groceries transaction #1891,review
TXN102018,2024-03-27,Expense,Transport,Cab,4333.01,Credit Card,Salary Account,Yes,Discretionary,Netflix,4000.0,Transport transaction #2018,reimbursable
TXN102304,2024-10-26,Expense,Insurance,Life,₹1584.89,,Salary Account,Yes,Essential,,2000.0,Insurance transaction #2304,review
TXN100371,2025-12-03,Expense,food,Dining Out,3529.53,Cash,Primary Savings,No,Discretionary,Swiggy,,food transaction #371,one-time
TXN100388,2024-08-04,Expense,Rent,Housing,6544.79,,Salary Account,Yes,Essential,Local Store,15000.0,Rent transaction #388,one-time
TXN102148,2024-04-19,Expense,Utilities,Water,6170.23,Net Banking,Cash Wallet,No,Essential,Amazon,3000.0,Utilities transaction #2148,
TXN100419,2025-01-25,Expense,,,1238.91,UPI,Salary Account,No,Discretionary,Apollo Pharmacy,,Misc transaction #419,review
TXN102460,2025-03-04,Expense,Entertainment,Movies,₹658.76,,Cash Wallet,Yes,Discretionary,Freelance Client,2500.0,Entertainment transaction #2460,
TXN100937,2025-08-20,Expense,Rent,Housing,6036.63,Cash,Cash Wallet,Yes,Essential,Freelance Client,15000.0,Rent transaction #937,reimbursable
TXN100493,2024-10-21,Expense,Entertainment,Streaming,7960.44,Debit Card,Salary Account,No,Discretionary,Landlord,2500.0,Entertainment transaction #493,
TXN101193,2024-06-12,Expense,Entertainment,Movies,4675.68,Net Banking,Credit Card A/C,Yes,Discretionary,Local Store,2500.0,Entertainment transaction #1193,
TXN102413,2025-02-15,Expense,Shopping,Electronics,7522.65,Debit Card,Credit Card A/C,No,Discretionary,BESCOM,5000.0,Shopping transaction #2413,reimbursable
TXN101682,2025-11-24,Expense,Utilities,Internet,5535.73,Net Banking,Primary Savings,Yes,Essential,Netflix,3000.0,Utilities transaction #1682,
TXN100427,2025-11-01,Expense,Shopping,Electronics,5913.87,Cash,Salary Account,Yes,Discretionary,Landlord,5000.0,Shopping transaction #427,review
TXN101854,2024-07-07,Expense,food,Dining Out,3589.1,Debit Card,Cash Wallet,No,Discretionary,Freelance Client,,food transaction #1854,
TXN100304,2024-02-13,Expense,Insurance,Health,6589.38,Credit Card,Credit Card A/C,Yes,Essential,Uber,2000.0,Insurance transaction #304,
TXN101971,2025-04-04,Expense,Utilities,Electricity,5238.99,Cash,Salary Account,Yes,Essential,Apollo Pharmacy,3000.0,Utilities transaction #1971,review
TXN101984,2024-12-16,Expense,Food,Dining Out,1708.99,Cash,Cash Wallet,Yes,Discretionary,Netflix,8000.0,Food transaction #1984,
TXN100715,2025-03-31,Expense,Entertainment,Streaming,2895.83,Credit Card,Primary Savings,Yes,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #715,
TXN100980,2024-03-04,Expense,food,Groceries,629.41,Debit Card,Primary Savings,Yes,Discretionary,Uber,,food transaction #980,
TXN100919,2025-08-16,Expense,food,Dining Out,₹1025.34,Credit Card,Credit Card A/C,No,Discretionary,Swiggy,,food transaction #919,
TXN100087,2024-09-03,Expense,Groceries,Groceries,5121.34,Cash,Credit Card A/C,Yes,Essential,Apollo Pharmacy,6000.0,Groceries transaction #87,
TXN100589,2025-04-19,Expense,,,68387.39,,Cash Wallet,Yes,Discretionary,Freelance Client,,Misc transaction #589,
TXN100512,2024-12-25,Expense,Rent,Housing,4855.3,Credit Card,Primary Savings,Yes,Essential,Local Store,15000.0,Rent transaction #512,
TXN100109,2024-08-05,Expense,Healthcare,Pharmacy,2833.41,Net Banking,Credit Card A/C,Yes,Essential,Netflix,3000.0,Healthcare transaction #109,reimbursable
TXN100679,2024-04-14,Expense,Food,Snacks,5057.91,Credit Card,Credit Card A/C,Yes,Discretionary,,8000.0,Food transaction #679,reimbursable
TXN102465,2025-03-14,Expense,,,6655.83,Net Banking,Primary Savings,No,Discretionary,BESCOM,,Misc transaction #2465,
TXN101661,2025-06-13,Expense,Subscriptions,SaaS Tools,1960.95,Credit Card,Cash Wallet,Yes,Discretionary,Zomato,1500.0,Subscriptions transaction #1661,
TXN101273,2025-12-26,Expense,Transport,Fuel,3784.53,UPI,Credit Card A/C,Yes,Discretionary,Local Store,4000.0,Transport transaction #1273,
TXN100442,2024-03-02,Income,Freelance,,69092.97,Bank Transfer,Salary Account,No,,Zomato,,Freelance transaction #442,reimbursable
TXN102193,2024-06-27,Expense,Food,Groceries,6714.38,Credit Card,Salary Account,No,Discretionary,Employer,8000.0,Food transaction #2193,
TXN101382,2024-05-05,Expense,Insurance,Vehicle,4721.98,,Salary Account,Yes,Essential,Apollo Pharmacy,2000.0,Insurance transaction #1382,one-time
TXN100661,2025-08-05,Income,Salary,,84211.14,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #661,one-time
TXN101840,2024-11-06,Expense,Utilities,Electricity,7508.23,Cash,Cash Wallet,No,Essential,Freelance Client,3000.0,Utilities transaction #1840,one-time
TXN101495,2025-10-19,Expense,Rent,Housing,1803.06,Debit Card,Credit Card A/C,Yes,Essential,Amazon,15000.0,Rent transaction #1495,reimbursable
TXN101602,2025-03-31,Expense,food,Dining Out,6672.51,UPI,Credit Card A/C,Yes,Discretionary,BESCOM,,food transaction #1602,review
TXN100737,2024-11-08,Expense,Entertainment,Streaming,7532.24,Net Banking,Cash Wallet,Yes,Discretionary,Zomato,2500.0,Entertainment transaction #737,
TXN102354,2025-01-01,Income,Bonus,,81536.85,Bank Transfer,Salary Account,No,,Freelance Client,,Bonus transaction #2354,
TXN102410,2024-03-23,Expense,,,690.0,Debit Card,Credit Card A/C,No,Discretionary,Netflix,,Misc transaction #2410,one-time
TXN102093,2024-08-30,Expense,Shopping,Clothing,7463.7,Net Banking,Cash Wallet,No,Discretionary,Netflix,5000.0,Shopping transaction #2093,reimbursable
TXN102435,2024-09-14,Expense,food,Dining Out,6219.05,Net Banking,Salary Account,Yes,Discretionary,Apollo Pharmacy,,food transaction #2435,review
TXN100678,2025-12-24,Income,Bonus,,75929.08,Bank Transfer,Salary Account,No,,Zomato,,Bonus transaction #678,reimbursable
TXN100821,2024-01-06,Expense,,,361.19,Net Banking,Salary Account,Yes,Discretionary,Zomato,,Misc transaction #821,
TXN101630,,Expense,Food,Groceries,4462.96,Cash,Salary Account,Yes,Discretionary,Apollo Pharmacy,8000.0,Food transaction #1630,reimbursable
TXN100041,2024-06-22,Expense,Utilities,Internet,4973.12,UPI,Salary Account,No,Essential,BESCOM,3000.0,Utilities transaction #41,
TXN102249,2025-12-25,Expense,Education,Tuition,2243.54,Net Banking,Credit Card A/C,No,Discretionary,Local Store,4000.0,Education transaction #2249,reimbursable
TXN100212,2025-05-26,Expense,Insurance,Health,6870.78,UPI,Primary Savings,Yes,Essential,BESCOM,2000.0,Insurance transaction #212,reimbursable
TXN100771,2024-11-04,Expense,Healthcare,Pharmacy,6340.52,Net Banking,Salary Account,No,Essential,Zomato,3000.0,Healthcare transaction #771,review
TXN100322,2025-04-28,Expense,Education,Courses,3084.27,Debit Card,Cash Wallet,Yes,Discretionary,Swiggy,4000.0,Education transaction #322,one-time
TXN101635,2025-04-06,Expense,Education,Courses,5505.61,,Credit Card A/C,Yes,Discretionary,Freelance Client,4000.0,Education transaction #1635,one-time
TXN102382,2024-12-16,Expense,Utilities,Internet,₹7815.55,Net Banking,Primary Savings,Yes,Essential,Uber,3000.0,Utilities transaction #2382,
TXN100930,2024-03-17,Expense,Insurance,Health,₹3509.88,Debit Card,Salary Account,Yes,Essential,BESCOM,2000.0,Insurance transaction #930,
TXN100978,2024-01-31,Expense,Rent,Housing,894.45,,Cash Wallet,Yes,Essential,Uber,15000.0,Rent transaction #978,review
TXN100302,2025-08-26,Expense,Food,Dining Out,3378.12,Net Banking,Cash Wallet,Yes,Discretionary,Apollo Pharmacy,8000.0,Food transaction #302,review
TXN102008,2025-08-11,Expense,Transport,Fuel,4731.85,Net Banking,Cash Wallet,No,Discretionary,Zomato,4000.0,Transport transaction #2008,
TXN101259,2025-03-29,Expense,Food,Groceries,1621.88,Credit Card,Salary Account,Yes,Discretionary,,8000.0,Food transaction #1259,
TXN100091,2025-11-06,Expense,Rent,Housing,5188.41,Debit Card,Cash Wallet,Yes,Essential,Amazon,15000.0,Rent transaction #91,
TXN101043,2024-02-06,Expense,,,865.04,Cash,Cash Wallet,Yes,Discretionary,Swiggy,,Misc transaction #1043,review
TXN101206,2025-12-02,Expense,Shopping,Electronics,1151.15,Debit Card,Salary Account,Yes,Discretionary,Netflix,5000.0,Shopping transaction #1206,
TXN100021,2024-08-30,Expense,Healthcare,Doctor Visit,3238.27,UPI,Salary Account,No,Essential,Amazon,3000.0,Healthcare transaction #21,one-time
TXN102454,2025-10-10,Expense,Education,Tuition,4889.79,Cash,Primary Savings,Yes,Discretionary,Employer,4000.0,Education transaction #2454,one-time
TXN100948,2025-02-05,Expense,Transport,Public Transit,5548.89,Cash,Salary Account,Yes,Discretionary,BESCOM,4000.0,Transport transaction #948,reimbursable
TXN101105,2024-06-04,Expense,Subscriptions,SaaS Tools,5596.92,,Cash Wallet,Yes,Discretionary,Netflix,1500.0,Subscriptions transaction #1105,reimbursable
TXN101577,2024-08-22,Expense,Food,Dining Out,4269.02,Debit Card,Cash Wallet,No,Discretionary,BESCOM,8000.0,Food transaction #1577,review
TXN100422,2025-09-12,Expense,Groceries,Groceries,2312.64,Debit Card,Cash Wallet,No,Essential,Zomato,6000.0,Groceries transaction #422,review
TXN101683,2025-03-14,Income,Gift,,₹68911.08,Bank Transfer,Salary Account,No,,Netflix,,Gift transaction #1683,review
TXN101604,2024-01-01,Expense,Transport,Fuel,2603.68,Net Banking,Primary Savings,No,Discretionary,Uber,4000.0,Transport transaction #1604,
TXN101286,2025-11-16,Expense,Shopping,Home Goods,1640.99,UPI,Salary Account,Yes,Discretionary,Employer,5000.0,Shopping transaction #1286,
TXN100207,2025-02-26,Income,Freelance,,₹24757.76,Bank Transfer,Salary Account,No,,Swiggy,,Freelance transaction #207,
TXN100498,2024-12-09,Expense,Shopping,Home Goods,4192.53,Net Banking,Credit Card A/C,Yes,Discretionary,BESCOM,5000.0,Shopping transaction #498,
TXN100070,2025-03-11,Income,Freelance,,65334.43,Bank Transfer,Salary Account,No,,Netflix,,Freelance transaction #70,
TXN101768,2025-08-19,Expense,Utilities,Electricity,873.71,UPI,Cash Wallet,Yes,Essential,Amazon,3000.0,Utilities transaction #1768,one-time
TXN102425,2024-11-16,Expense,Transport,Fuel,1640.92,UPI,Salary Account,No,Discretionary,Uber,4000.0,Transport transaction #2425,
TXN102365,2024-02-12,Income,Bonus,,64725.71,Bank Transfer,Salary Account,No,,Amazon,,Bonus transaction #2365,
TXN100020,2024-07-06,Expense,Transport,Fuel,6897.73,Net Banking,Primary Savings,Yes,Discretionary,Freelance Client,4000.0,Transport transaction #20,
TXN100924,2025-12-26,Expense,Utilities,Water,3991.62,Net Banking,Cash Wallet,Yes,Essential,Netflix,3000.0,Utilities transaction #924,review
TXN101037,2025-03-05,Expense,Entertainment,Movies,970.76,Cash,Credit Card A/C,Yes,Discretionary,Uber,2500.0,Entertainment transaction #1037,one-time
TXN100612,2025-07-13,Income,Salary,,89349.81,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #612,one-time
TXN101309,2025-12-15,Expense,Entertainment,Streaming,2465.1,Net Banking,Cash Wallet,Yes,Discretionary,Freelance Client,2500.0,Entertainment transaction #1309,
TXN100044,2025-04-12,Income,Bonus,,66730.44,Bank Transfer,Salary Account,No,,Landlord,,Bonus transaction #44,one-time
TXN102457,2024-08-05,Expense,Utilities,Internet,5178.2,,Cash Wallet,No,Essential,Local Store,3000.0,Utilities transaction #2457,reimbursable
TXN101938,2024-10-05,Expense,Utilities,Electricity,3383.25,,Cash Wallet,Yes,Essential,Zomato,3000.0,Utilities transaction #1938,review
TXN101551,2024-02-26,Expense,Insurance,Vehicle,4239.65,Cash,Primary Savings,Yes,Essential,BESCOM,2000.0,Insurance transaction #1551,
TXN101403,2024-12-14,Income,Salary,,75030.24,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1403,reimbursable
TXN100128,2025-07-26,Expense,,,1065.96,,Primary Savings,No,Discretionary,Landlord,,Misc transaction #128,
TXN101553,2025-07-15,Expense,Food,Groceries,4455.97,Net Banking,Cash Wallet,No,Discretionary,Uber,8000.0,Food transaction #1553,review
TXN100238,2025-06-01,Expense,Shopping,Home Goods,5695.63,Cash,Cash Wallet,Yes,Discretionary,Zomato,5000.0,Shopping transaction #238,
TXN100107,2025-12-04,Expense,food,Groceries,₹791.18,UPI,Credit Card A/C,Yes,Discretionary,Landlord,,food transaction #107,reimbursable
TXN101096,,Expense,Entertainment,Events,6562.4,Net Banking,Credit Card A/C,Yes,Discretionary,Netflix,2500.0,Entertainment transaction #1096,
TXN100664,2024-07-10,Expense,food,Snacks,₹2111.58,,Primary Savings,No,Discretionary,Landlord,,food transaction #664,
TXN100453,2025-02-26,Expense,Shopping,Home Goods,1963.74,Net Banking,Salary Account,No,Discretionary,Landlord,5000.0,Shopping transaction #453,one-time
TXN101389,2024-12-06,Income,Gift,,63892.99,Bank Transfer,Salary Account,No,,Zomato,,Gift transaction #1389,one-time
TXN101912,2025-04-04,Expense,Food,Snacks,1830.81,Net Banking,Cash Wallet,No,Discretionary,Netflix,8000.0,Food transaction #1912,
TXN100686,2025-10-29,Expense,Entertainment,Events,1618.5,Debit Card,Primary Savings,Yes,Discretionary,Landlord,2500.0,Entertainment transaction #686,review
TXN101019,2024-04-30,Income,Bonus,,55351.82,Bank Transfer,Salary Account,No,,Swiggy,,Bonus transaction #1019,
TXN101002,2024-12-15,Expense,Groceries,Groceries,6271.77,,Primary Savings,Yes,Essential,Landlord,6000.0,Groceries transaction #1002,review
TXN100519,2025-02-17,Expense,Utilities,Electricity,4413.64,UPI,Primary Savings,No,Essential,Zomato,3000.0,Utilities transaction #519,
TXN100177,2024-08-26,Income,Bonus,,43120.55,Bank Transfer,Salary Account,No,,Apollo Pharmacy,,Bonus transaction #177,
TXN101824,2024-04-23,Expense,Groceries,Groceries,4289.27,Credit Card,Credit Card A/C,No,Essential,Freelance Client,6000.0,Groceries transaction #1824,
TXN100203,2025-04-22,Expense,Entertainment,Streaming,4126.89,Cash,Cash Wallet,Yes,Discretionary,,2500.0,Entertainment transaction #203,
TXN101837,2024-12-30,Expense,Food,Dining Out,821.88,Debit Card,Salary Account,No,Discretionary,Landlord,8000.0,Food transaction #1837,
TXN101365,2024-07-20,Income,Bonus,,₹39303.19,Bank Transfer,Salary Account,No,,BESCOM,,Bonus transaction #1365,
TXN101281,2024-02-05,Expense,Entertainment,Events,₹363.08,Net Banking,Primary Savings,Yes,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #1281,
TXN101129,2024-03-22,Expense,Food,Dining Out,2021.38,Debit Card,Salary Account,Yes,Discretionary,BESCOM,8000.0,Food transaction #1129,
TXN100289,2025-05-13,Expense,Rent,Housing,4732.15,Credit Card,Cash Wallet,Yes,Essential,Netflix,15000.0,Rent transaction #289,
TXN100047,2024-08-24,Expense,Rent,Housing,₹3290.41,Net Banking,Cash Wallet,Yes,Essential,Local Store,15000.0,Rent transaction #47,one-time
TXN100159,2025-02-19,Expense,food,Snacks,3544.86,Cash,Cash Wallet,Yes,Discretionary,Uber,,food transaction #159,review
TXN102322,2025-07-06,Expense,Shopping,Electronics,4857.78,Credit Card,Primary Savings,Yes,Discretionary,Amazon,5000.0,Shopping transaction #2322,
TXN101475,2024-12-14,Expense,Shopping,Home Goods,3518.11,UPI,Cash Wallet,No,Discretionary,Local Store,5000.0,Shopping transaction #1475,
TXN101195,2024-10-27,Expense,food,Dining Out,3568.16,UPI,Salary Account,Yes,Discretionary,Freelance Client,,food transaction #1195,
TXN101567,2025-08-20,Expense,Food,Groceries,3657.19,Credit Card,Credit Card A/C,Yes,Discretionary,Local Store,8000.0,Food transaction #1567,reimbursable
TXN100067,2025-03-29,Expense,Groceries,Groceries,4987.17,Net Banking,Primary Savings,Yes,Essential,Freelance Client,6000.0,Groceries transaction #67,
TXN101709,2024-03-16,Expense,Shopping,Home Goods,7561.88,Net Banking,Salary Account,Yes,Discretionary,Amazon,5000.0,Shopping transaction #1709,review
TXN101689,2024-03-15,Expense,Shopping,Electronics,7195.81,Credit Card,Credit Card A/C,Yes,Discretionary,Apollo Pharmacy,5000.0,Shopping transaction #1689,
TXN101980,2025-01-15,Income,Investment,,78600.48,Bank Transfer,Salary Account,No,,Local Store,,Investment transaction #1980,
TXN101959,2024-08-10,Expense,Food,Snacks,2101.32,Credit Card,Credit Card A/C,Yes,Discretionary,,8000.0,Food transaction #1959,reimbursable
TXN102438,2025-10-28,Expense,food,Dining Out,561.76,Credit Card,Salary Account,No,Discretionary,BESCOM,,food transaction #2438,one-time
TXN102113,2024-01-05,Income,Freelance,,67557.35,Bank Transfer,Salary Account,No,,Freelance Client,,Freelance transaction #2113,
TXN100405,,Expense,,,4150.72,Credit Card,Salary Account,Yes,Discretionary,Uber,,Misc transaction #405,
TXN101303,2024-05-22,Expense,,,5561.06,UPI,Cash Wallet,Yes,Discretionary,Landlord,,Misc transaction #1303,reimbursable
TXN100285,2025-08-28,Income,Investment,,86329.11,Bank Transfer,Salary Account,No,,Employer,,Investment transaction #285,one-time
TXN101754,2025-10-29,Expense,,,7675.19,,Cash Wallet,No,Discretionary,Uber,,Misc transaction #1754,
TXN100945,2025-06-04,Expense,Healthcare,Doctor Visit,440.62,Cash,Cash Wallet,Yes,Essential,Netflix,3000.0,Healthcare transaction #945,
TXN102466,2025-02-20,Expense,Food,Snacks,2618.46,Debit Card,Salary Account,Yes,Discretionary,,8000.0,Food transaction #2466,
TXN101445,2025-08-22,Income,Freelance,,53654.59,Bank Transfer,Salary Account,No,,Zomato,,Freelance transaction #1445,review
TXN101183,2024-04-25,Expense,Shopping,Home Goods,5692.6,Cash,Credit Card A/C,Yes,Discretionary,Landlord,5000.0,Shopping transaction #1183,reimbursable
TXN101581,2024-03-06,Expense,Rent,Housing,507.77,Debit Card,Cash Wallet,Yes,Essential,Local Store,15000.0,Rent transaction #1581,
TXN101153,2024-04-13,Income,Gift,,86114.63,Bank Transfer,Salary Account,No,,Amazon,,Gift transaction #1153,
TXN102055,2024-03-18,Expense,Food,Dining Out,5499.11,,Cash Wallet,Yes,Discretionary,Swiggy,8000.0,Food transaction #2055,
TXN101798,2024-07-05,Expense,Insurance,Vehicle,7583.65,Net Banking,Credit Card A/C,Yes,Essential,Local Store,2000.0,Insurance transaction #1798,one-time
TXN101953,2025-07-19,Expense,food,Snacks,6686.58,Credit Card,Salary Account,No,Discretionary,Netflix,,food transaction #1953,reimbursable
TXN100666,,Expense,Insurance,Health,746.7,Credit Card,Primary Savings,Yes,Essential,BESCOM,2000.0,Insurance transaction #666,
TXN100251,2024-12-17,Expense,Shopping,Home Goods,613.09,Cash,Primary Savings,Yes,Discretionary,Zomato,5000.0,Shopping transaction #251,
TXN101931,2025-03-15,Expense,Entertainment,Movies,6186.64,,Credit Card A/C,No,Discretionary,Local Store,2500.0,Entertainment transaction #1931,
TXN101775,2024-10-26,Expense,Shopping,Clothing,198.8,Credit Card,Cash Wallet,No,Discretionary,Landlord,5000.0,Shopping transaction #1775,review
TXN102293,2025-05-29,Expense,Shopping,Home Goods,7768.65,Net Banking,Credit Card A/C,Yes,Discretionary,Apollo Pharmacy,5000.0,Shopping transaction #2293,review
TXN100603,2024-07-04,Expense,Shopping,Electronics,1859.06,UPI,Credit Card A/C,Yes,Discretionary,Apollo Pharmacy,5000.0,Shopping transaction #603,
TXN100985,2024-02-22,Expense,Entertainment,Movies,7527.91,Debit Card,Cash Wallet,No,Discretionary,Zomato,2500.0,Entertainment transaction #985,
TXN102341,2024-06-19,Expense,Healthcare,Insurance Premium,70.78,UPI,Salary Account,Yes,Essential,Landlord,3000.0,Healthcare transaction #2341,
